Score,Cross_Claim_Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Exclusion_Reason
0.685,0.81,3,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",CCC-0847,교회 밖 구원 가능성,가톨릭 교회가 그리스도에 의해 필요하게 되었음을 **알면서도** 그 안에 들어가거나 머물기를 거부하는 자는 구원받을 수 없다,세례를 받지 않으면 어떤 경우에도 구원될 수 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.734,2,CANON-C0749,무류성의 성립 조건,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),"주교단 무류성은 공의회 결집 시, 또는 전 세계에 흩어져 있으면서도 교황과 결합한 일치된 견지가 있을 때 발동한다.",교황은 어떤 상황에서도 보편공의회보다 상위이며 공의회에 복종할 의무가 없다(교황 절대 수위권설과 정면 충돌).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.791,3,CCC-1257,세례의 필수성,CCC-2068,계명 준수로 구원,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",한 번 구원받은 신자는 죄를 지어도 구원을 잃지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.787,4,CDF-DOMINUS-16_17,"Dominus Iesus 16~17항: 비가톨릭 그리스도교 공동체는 ""본래 의미의 교회가 아니다""",COUNCIL-LATERAN_IV,교회 밖 구원 없음과 화체설,그리스도의 유일한 교회는 가톨릭 교회 안에 존속한다(subsistit in),가톨릭 교회에 속하지 않은 타 종파 신자나 이교도도 구원받을 수 있다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.761,2,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),DIGNITATIS-HUMANAE,종교 자유에 관한 선언,개신교가 가톨릭과 마찬가지로 하느님을 기쁘게 할 수 있는 참된 그리스도교의 또 다른 형태라는 명제는 오류로 단죄된다,국가가 참된 종교(가톨릭)만을 보호하고 거짓 종교를 억압해야 한다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.759,4,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",CCC-1471,면죄부 (Indulgentia),이 정의를 고의로 부인하거나 의심하는 자는 가톨릭 신앙에서 완전히 떨어져 나간 것이다,죄의 용서와 함께 모든 벌도 완전히 제거된다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.722,4,TRENT-S06-C01,은총 없이 본성/율법의 행위로 의화된다 하면 파문,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),의화의 절대적 필요조건은 그리스도의 은총이다,"""중개자""라는 칭호가 그리스도의 유일하고 충족한 중개직을 손상시킨다는 명제 (공의회는 이를 명시적으로 부정하며 ""종속적 역할""임을 강조)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.756,5,TRENT-S06-C03,성령의 선행 은총 없이 스스로 믿을 수 있다면 파문,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,믿음의 행위 자체가 이미 은총의 결과이다 (은총의 절대적 우선성),"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.427,4,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",믿음만으로는 의화에 충분하지 않다 — 행위와 성사적 참여가 함께 요구된다,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,수작업 원문 대조 검증 (문헌 DB 중복/두 문헌의 동일 입장 확인)
0.684,0.756,5,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),CCC-1322_1419,성체성사와 화체설,"의화는 그리스도의 의(義)의 단순한 법정적 전가가 아니라, 은총과 사랑이 실제로 영혼에 부어지고 내재(inherent)하는 것이다",성체 안의 그리스도의 현존은 단순히 상징적이거나 영적인 것에 불과하다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.82,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,선한 행위를 통해 영원한 생명을 참으로 얻을 수 있다,구원의 확신이 신앙의 필수 요소라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.685,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,서품자·서원 수도자의 혼인이 교회법·서원에도 불구하고 유효하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.852,5,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,TRENT-S13,성체성사와 화체설,그리스도의 영혼과 신성도 함께 현존한다 — 즉 온전한 그리스도(totus Christus)가 현존한다,"성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박).",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.752,5,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,소죄를 고백하는 것도 허용되며 유익하다,세례가 구원에 필수가 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.723,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,구원의 확신이 신앙의 필수 요소라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.74,4,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),CCC-1452,완전한 통회 (Contritio Perfecta),하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,내적 통회만으로는 어떤 죄도 용서될 수 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.692,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,의화된 자의 선한 행위에 공로가 없다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.705,5,TRENT-S25,"연옥, 성인 공경, 대사",TRENT-S14,고해성사와 병자성사,"그리스도와 성모, 성인들의 형상(성화/성상)을 성당에 모시고 공경하는 것은 합당하다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.758,4,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),교황이 사도좌에서(ex cathedra) 신앙이나 도덕에 관한 교리를 확정할 때 무류하다,"가톨릭 교회 밖에 있는 이들의 구원에 대한 ""선한 희망""조차 정당화될 수 없다는 강경한 입장",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.743,5,VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),COUNCIL-CONST_III,호노리우스 1세 교황 정죄,교황의 교의적 정의(definitiones)는 교회의 동의(consensus Ecclesiae)에 의해서가 아니라 그 자체로(ex sese) 개혁 불가능하다,로마 교황은 절대로 이단에 빠질 수 없다 (1차 바티칸 무류성 선언의 역사적 뇌관).,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.763,2,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""",TRENT-S06-C14,자신이 사함받았다고 믿기 때문에 참으로 의롭다면 파문,습관적 죄로 인해 점차 진리와 선에 무감각해진 양심은 이 면책을 누리지 못한다,자기 확신적 믿음 자체가 의화를 구성한다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.726,3,LG-08,"Lumen Gentium 8항: ""Subsistit in"" — 그리스도 교회와 가톨릭교회의 관계",DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),"그리스도가 세우신 유일한 교회는 로마 교황과 그와 친교하는 주교들이 다스리는 가톨릭 교회 ""안에 존속한다""(subsistit in)",비가톨릭 종교·교단에서도 구원받을 수 있다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.751,4,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",VAT1-PASTOR-AETERNUS,교황 무류성 선언 (Ex Cathedra),주교단이 베드로 후계자와 친교 안에서 신앙·도덕 문제에 하나로 일치하여 최종적으로 견지할 것을 가르칠 때 무류적이다,교황의 정의가 교회의 동의(consensus)를 통해서만 개혁 불가능하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.684,0.689,2,NA-02,"Nostra Aetate 2항: 타 종교 안에 있는 ""참되고 거룩한 것""의 인정",TRENT-S06-C14,자신이 사함받았다고 믿기 때문에 참으로 의롭다면 파문,타 종교의 계율과 가르침은 종종 모든 인간을 비추는 진리의 한 광선을 반영한다,자기 확신적 믿음 자체가 의화를 구성한다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.726,4,CCC-0402,원죄의 보편적 전달,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,아담의 죄로 인해 인간의 자유의지가 완전히 소멸/상실되었다는 명제 (전적 타락의 극단적 해석),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.787,4,CCC-0491,마리아 무염시태,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.683,3,CCC-0847,교회 밖 구원 가능성,CCC-2010,공로 (Meritum),양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,선행은 구원에 아무런 기여도 하지 않는다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.765,2,CCC-0847,교회 밖 구원 가능성,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,림보가 교회의 확정된 교의라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.696,3,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-1261,세례 없이 죽은 유아의 구원 희망,완전한 통회는 소죄의 용서를 가져온다,세례 없이 죽은 유아는 확실히 구원에서 배제된다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.733,3,CCC-1452,완전한 통회 (Contritio Perfecta),CCC-0491,마리아 무염시태,고해성사 이전에도 대죄의 용서가 가능하다,원죄의 보편적 전달에 예외가 없다,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.888,3,CCC-1471,면죄부 (Indulgentia),CCC-1452,완전한 통회 (Contritio Perfecta),면죄부는 합당한 조건을 갖춘 신자에게 적용된다,대죄는 오직 고해성사를 통해서만 용서될 수 있다 (예외 없이),cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.792,4,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),칭의(의화)는 죄의 사면과 내적인 성화(본성의 쇄신)를 모두 포괄한다.,은총이 단지 죄를 덮는 하느님의 호의일 뿐 내적 변화가 아니라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.845,4,CCC-2068,계명 준수로 구원,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,구원의 확신이 신앙의 필수 요소라는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.876,4,CCC-2068,계명 준수로 구원,TRENT-S14-C07,신법에 의해 모든 대죄를 낱낱이 고백할 의무가 없다면 파문,행해야 할 것과 피해야 할 것 모두 구원에 관련된다,소죄 고백이 허용되지 않는다는 명제,cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
0.683,0.717,3,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),CCC-880_896,교황 수위권 (Primacy),"합법적으로 결집한 보편공의회는 그리스도로부터 직접(immediately) 권능을 받으며, 신앙·분열근절·교회개혁 사안에서는 교황을 포함한 모든 사람이 공의회에 복종할 의무가 있다.","교황은 단지 주교들 중 '동등한 자들 가운데 첫째(Primus inter pares)'일 뿐, 전체 교회에 대한 최고 재치권을 갖지 않는다.",cross-claim 자동 필터 (B 자신의 claims와 유사도가 negate 매칭 점수 이상)
