Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,LLM_Decision,LLM_Reason,LLM_Decision,LLM_Reason
0.722,5,TRENT-S06-C17,은총이 예정된 자에게만 주어지고 나머지는 악으로 예정되었다면 파문,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),"부르심을 받고도 은총을 받지 못하는 이유가 ""악으로의 예정""(predestination to evil) 때문이라는 설명은 오류다",은총이 단지 죄를 덮는 하느님의 호의일 뿐 내적 변화가 아니라는 명제,NO,"A는 악으로의 예정론을 오류로 규정하는 것이고 B는 은총을 단순한 죄 은폐로 보는 명제를 단죄하는 것으로, 예정론과 은총의 본질은 별개 주제다.",NO,"A는 악으로의 예정론을 오류로 규정하는 것이고 B는 은총을 단순한 죄 은폐로 보는 명제를 단죄하는 것으로, 예정론과 은총의 본질은 별개 주제다."
0.722,5,TRENT-S06-C32,선한 행위가 공로 없다 하면 파문,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),선한 행위를 통해 영광의 증가를 참으로 얻을 수 있다,의화가 오직 죄 사함으로 완결되며 내적 성화는 별개라는 명제,NO,"A는 선행을 통한 영광 증가의 공로성을 긍정하고 B는 의화가 죄 사함으로만 완결된다는 명제를 단죄하는데, 둘 다 의화에 내적 성화가 수반된다는 같은 방향의 가톨릭 교리이지 A의 주장이 B의 단죄 명제와 동일하지 않다.",NO,"A는 선행을 통한 영광 증가의 공로성을 긍정하고 B는 의화가 죄 사함으로만 완결된다는 명제를 단죄하는데, 둘 다 의화에 내적 성화가 수반된다는 같은 방향의 가톨릭 교리이지 A의 주장이 B의 단죄 명제와 동일하지 않다."
0.722,4,TRENT-S06-CH04,세례의 열망(Votum Baptismi),TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,요한 3:5은 이 교리의 성경적 근거이다,성사 중 일부가 교회의 인간적 제도일 뿐 그리스도의 제정이 아니라는 명제 (개신교 2성사설 등),NO,"A는 요한 3:5을 세례 교리의 성경적 근거로 제시하는 것이고 B는 일부 성사가 그리스도의 제정이 아니라는 개신교적 명제를 단죄하는 것으로, 직접적으로 동일한 명제가 아니다.",NO,"A는 요한 3:5을 세례 교리의 성경적 근거로 제시하는 것이고 B는 일부 성사가 그리스도의 제정이 아니라는 개신교적 명제를 단죄하는 것으로, 직접적으로 동일한 명제가 아니다."
0.722,4,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,CCC-1452,완전한 통회 (Contritio Perfecta),성체를 경배하는 것은 우상숭배가 아니다,내적 통회만으로는 어떤 죄도 용서될 수 없다,NO,A는 성체 경배가 우상숭배가 아니라는 주장이고 B는 내적 통회만으로 죄 용서가 불가능하다는 명제를 단죄하는 것으로 전혀 다른 성사 주제를 다룬다.,NO,A는 성체 경배가 우상숭배가 아니라는 주장이고 B는 내적 통회만으로 죄 용서가 불가능하다는 명제를 단죄하는 것으로 전혀 다른 성사 주제를 다룬다.
0.722,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,성체를 경배하는 것은 우상숭배가 아니다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,NO,"A는 성체 경배와 우상숭배 관련 주장이고 B는 사죄가 단순 선언에 불과하다는 명제를 단죄하는 것으로, 두 명제는 전혀 다른 주제를 다룬다.",NO,"A는 성체 경배와 우상숭배 관련 주장이고 B는 사죄가 단순 선언에 불과하다는 명제를 단죄하는 것으로, 두 명제는 전혀 다른 주제를 다룬다."
0.722,4,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로",하느님은 죄책을 사하실 때 형벌(잠벌) 전체를 항상 함께 사하시는 것은 아니다,칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).,NO,"A는 잠벌의 사면 범위에 관한 주장이고 B는 이신칭의(sola fide)를 단죄하는 것으로, 서로 다른 논제이며 사실상 동일하지 않다.",NO,"A는 잠벌의 사면 범위에 관한 주장이고 B는 이신칭의(sola fide)를 단죄하는 것으로, 서로 다른 논제이며 사실상 동일하지 않다."
0.722,5,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),TRENT-S07-C04,성사가 구원에 불필요하며 믿음만으로 은총을 얻는다면 파문,참회자의 보속(고해성사에서 부과되는 보속)은 그리스도의 대속을 믿는 믿음과 동일한 것이 아니라 실질적인 실천(단식·자선·기도 등)을 의미한다,성사도 성사에 대한 열망도 없이 오직 믿음만으로 의화 은총을 얻을 수 있다는 명제 (Sola Fide의 성사론적 적용),NO,"A는 보속이 믿음만이 아니라 실질적 실천을 의미한다고 주장하며, 이는 B가 단죄하는 '오직 믿음만으로 의화를 얻는다'는 명제와 반대 입장이므로 둘은 같은 것을 배격하는 동일 편이다.",NO,"A는 보속이 믿음만이 아니라 실질적 실천을 의미한다고 주장하며, 이는 B가 단죄하는 '오직 믿음만으로 의화를 얻는다'는 명제와 반대 입장이므로 둘은 같은 것을 배격하는 동일 편이다."
0.722,4,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),고해성사는 그리스도에 의해 제정되었다,타 종교 의식이 그리스도교 성사와 동등한 사효적 효력을 지닌다는 명제,NO,"A는 고해성사의 그리스도 제정을 주장하고 B는 타 종교 의식의 사효성 동등성을 단죄하는 것으로, 전혀 다른 주제를 다룬다.",NO,"A는 고해성사의 그리스도 제정을 주장하고 B는 타 종교 의식의 사효성 동등성을 단죄하는 것으로, 전혀 다른 주제를 다룬다."
0.722,5,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S06-C11,그리스도 의(義)의 전가만으로 의롭다면 파문 (법정적 칭의론 단죄),고해성사는 그리스도에 의해 제정되었다,의화가 오직 죄 사함으로 완결되며 내적 성화는 별개라는 명제,NO,"A는 고해성사의 제정 근거를 주장하고 B는 의화가 죄 사함만으로 완결된다는 명제를 단죄하는 것으로, 서로 다른 논제이다.",NO,"A는 고해성사의 제정 근거를 주장하고 B는 의화가 죄 사함만으로 완결된다는 명제를 단죄하는 것으로, 서로 다른 논제이다."
0.722,2,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",신품을 받은 성직자와 정결을 엄숙히 서원한 수도자는 유효하게 혼인을 계약할 수 없다,교회가 비난하는 산아 조절 방법이라도 부부가 자율적으로 선택할 도덕적 권리가 있다는 명제,NO,"A는 성직자·수도자의 혼인 무효에 관한 주장이고 B는 산아 조절 방법 선택권에 관한 명제를 단죄하는 것으로, 주제가 전혀 다르다.",NO,"A는 성직자·수도자의 혼인 무효에 관한 주장이고 B는 산아 조절 방법 선택권에 관한 명제를 단죄하는 것으로, 주제가 전혀 다르다."
0.722,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,몽소승천 교의를 사적 의견(opinio)이나 경건한 신심 정도로만 여겨도 무방하다는 명제,NO,"A는 정결 서원자에 대한 은총 관련 신학적 전제이고 B는 몽소승천 교의를 사적 의견으로 여기는 명제를 단죄하는 것으로, 무관한 주제이다.",NO,"A는 정결 서원자에 대한 은총 관련 신학적 전제이고 B는 몽소승천 교의를 사적 의견으로 여기는 명제를 단죄하는 것으로, 무관한 주제이다."
0.722,5,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,하느님은 정결을 서원한 이들이 바르게 구하면 그 은사를 거절하지 않으신다는 신학적 전제가 캐논 안에 명시되어 있다,세례가 구원에 필수가 아니라는 명제,NO,"A는 정결 은총에 관한 전제이고 B는 세례의 구원 필수성 부정 명제를 단죄하는 것으로, 서로 무관한 주제이다.",NO,"A는 정결 은총에 관한 전제이고 B는 세례의 구원 필수성 부정 명제를 단죄하는 것으로, 서로 무관한 주제이다."
0.722,1,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,GS-16,"Gaudium et Spes 16항: 양심 — ""인간의 가장 은밀한 핵심이자 지성소""","참된 종교는 가톨릭 교회 안에 존재하지만, 타인에게 강요할 수 없다",양심이 단지 사회적 관습이나 교회 규정의 산물일 뿐 하느님과의 직접적 대면 장소가 아니라는 명제,NO,"A는 참된 종교의 소재와 강요 금지에 관한 주장이고 B는 양심이 단지 사회적 산물에 불과하다는 명제를 단죄하는 것으로, 주장 내용이 사실상 동일하지 않다.",NO,"A는 참된 종교의 소재와 강요 금지에 관한 주장이고 B는 양심이 단지 사회적 산물에 불과하다는 명제를 단죄하는 것으로, 주장 내용이 사실상 동일하지 않다."
0.722,2,GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",TRENT-S14,고해성사와 병자성사,교회의 자녀들은 교도권이 하느님의 법 해설을 통해 비난하는 산아 조절 방법을 사용해서는 안 된다,고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,NO,"A는 산아 조절 방법 사용 금지에 관한 주장이고 B는 고해성사가 성사가 아니라는 명제를 단죄하는 것으로, 전혀 다른 주제를 다룬다.",NO,"A는 산아 조절 방법 사용 금지에 관한 주장이고 B는 고해성사가 성사가 아니라는 명제를 단죄하는 것으로, 전혀 다른 주제를 다룬다."
0.722,3,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),CCC-1376,화체설 (Transsubstantiatio),신자 전체는 진리의 성령에 의해 이 식별력을 일깨우고 유지 받는다,그리스도의 현존은 영적/비유적 의미일 뿐이다,NO,"A는 신자 전체의 신앙감각(sensus fidei)을 논하고 B는 성체 실재 현존을 부정하는 명제를 단죄하는 것으로, 주제와 대상이 전혀 다르다.",NO,"A는 신자 전체의 신앙감각(sensus fidei)을 논하고 B는 성체 실재 현존을 부정하는 명제를 단죄하는 것으로, 주제와 대상이 전혀 다르다."
0.722,3,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",CCC-161_165,믿음과 구원,가톨릭 교회가 그리스도에 의해 필요하게 되었음을 **알면서도** 그 안에 들어가거나 머물기를 거부하는 자는 구원받을 수 없다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,NO,"A는 교회의 필요성을 알면서 거부하는 자에 대한 것이고 B는 그리스도 신앙 자체의 불필요성을 단죄하는 것으로, 두 명제가 동일하지 않다.",NO,"A는 교회의 필요성을 알면서 거부하는 자에 대한 것이고 B는 그리스도 신앙 자체의 불필요성을 단죄하는 것으로, 두 명제가 동일하지 않다."
0.722,4,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,가톨릭 교회가 그리스도에 의해 필요하게 되었음을 **알면서도** 그 안에 들어가거나 머물기를 거부하는 자는 구원받을 수 없다,성체 안의 그리스도가 흠숭받을 대상이 아니라는 명제,NO,A는 교회 소속의 필요성을 다루고 B는 성체 흠숭 거부를 단죄하는 것으로 완전히 다른 주제다.,NO,A는 교회 소속의 필요성을 다루고 B는 성체 흠숭 거부를 단죄하는 것으로 완전히 다른 주제다.
0.722,3,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),교회의 가시적 구조에 속해 있더라도 사랑(caritas) 안에 머물지 않으면 구원받지 못하며 오히려 더 엄한 심판을 받는다,비가톨릭 종교·교단에서도 구원받을 수 있다는 명제,NO,"A는 가시적 교회 안에 있어도 사랑이 없으면 구원받지 못한다는 것이고, B는 비가톨릭 교단에서도 구원 가능하다는 명제를 단죄하는 것으로 대상(교회 내부 vs 외부)이 다르다.",NO,"A는 가시적 교회 안에 있어도 사랑이 없으면 구원받지 못한다는 것이고, B는 비가톨릭 교단에서도 구원 가능하다는 명제를 단죄하는 것으로 대상(교회 내부 vs 외부)이 다르다."
0.722,3,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),CCC-161_165,믿음과 구원,어떤 피조물도 성육신하신 말씀이자 구속주이신 그리스도와 동등하게 여겨질 수 없다,한 번 얻은 믿음과 구원은 상실될 수 없다(한 번 구원은 영원한 구원).,NO,A는 그리스도의 유일무이성을 논하고 B는 구원의 상실 불가능성(견인 교리)을 단죄하는 것으로 무관한 주제다.,NO,A는 그리스도의 유일무이성을 논하고 B는 구원의 상실 불가능성(견인 교리)을 단죄하는 것으로 무관한 주제다.
