Score,Level,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text
0.703,4,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),가톨릭 교회가 그리스도에 의해 필요하게 되었음을 **알면서도** 그 안에 들어가거나 머물기를 거부하는 자는 구원받을 수 없다,서품자·서원 수도자의 혼인이 교회법·서원에도 불구하고 유효하다는 명제
0.703,3,LG-25,"Lumen Gentium 25항: 교황 통상 교도권에 대한 ""종교적 순종"" 의무",COUNCIL-FLORENCE-EXSULTATE,Exsultate Deo (아르메니아인 교령: 7성사 정의),주교들의 권위 있는 가르침에 신자들은 종교적 동의(religious submission of mind and will)로 따라야 한다,세례의 유효성은 집전자의 신앙 고백 여부에 좌우된다 — 이 교령은 이교도·이단자의 집전도 형식과 지향만 갖추면 유효하다고 명시한다.
0.703,4,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),TRENT-S07-C01,7성사가 그리스도께서 친히 제정하신 것이 아니라면 파문,어떤 피조물도 성육신하신 말씀이자 구속주이신 그리스도와 동등하게 여겨질 수 없다,성사 중 일부가 교회의 인간적 제도일 뿐 그리스도의 제정이 아니라는 명제 (개신교 2성사설 등)
0.702,4,CCC-0491,마리아 무염시태,TRENT-S06-C13,죄 사함을 흔들림 없이 확신해야 한다면 파문,이 은총은 그리스도의 구속 공로를 미리 적용한 것이다,"모든 신자가 자신의 죄 사함을 절대적으로 흔들림 없이 확신해야 한다는 명제 (구원의 확신, assurance of salvation)"
0.702,3,CCC-0847,교회 밖 구원 가능성,CCC-1422_1498,고해성사와 사죄권,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.
0.702,4,CCC-0847,교회 밖 구원 가능성,UNAM-SANCTAM,교황 복종이 구원에 절대 필요,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,교황에 대한 복종 없이도 구원받을 수 있다는 명제
0.702,4,CCC-0847,교회 밖 구원 가능성,TRENT-S14,고해성사와 병자성사,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.
0.702,4,CCC-0847,교회 밖 구원 가능성,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,자유의지가 이름뿐이며 사탄이 교회에 끌어들인 허구라는 명제
0.702,3,CCC-1030,연옥,CCC-1257,세례의 필수성,연옥에 있는 영혼들의 영원한 구원은 보장되어 있다,세례는 구원을 위한 선택 사항일 뿐이다
0.702,2,CCC-1213_1284,세례 성사의 은총,VATICAN2-GS,Gaudium et Spes (사목 헌장),세례는 영혼에 지울 수 없는 영적 인호(표지)를 새기며 교회 공동체의 지체가 되게 한다.,"교회는 세속 정치, 사회, 인권 문제에 개입하지 말고 오직 영적인 사후 세계의 구원에만 집중해야 한다."
0.702,3,CCC-1257,세례의 필수성,CCC-1213_1284,세례 성사의 은총,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.702,4,CCC-1257,세례의 필수성,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고","세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",몽소승천 교의를 사적 의견(opinio)이나 경건한 신심 정도로만 여겨도 무방하다는 명제
0.702,4,CCC-1257,세례의 필수성,TRENT-S13,성체성사와 화체설,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다","성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박)."
0.702,3,CCC-1257,세례의 필수성,LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""","세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다",교회가 구원과 무관하다는 명제
0.702,3,CCC-1422_1498,고해성사와 사죄권,CCC-1213_1284,세례 성사의 은총,세례 이후 지은 대죄를 용서받기 위해서는 사제에게 고백하고 사죄경을 받는 고해성사가 필수적이다.,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.702,3,CCC-1471,면죄부 (Indulgentia),CCC-1452,완전한 통회 (Contritio Perfecta),면죄부는 부분 면죄부와 전대 면죄부로 구분된다,내적 통회만으로는 어떤 죄도 용서될 수 없다
0.702,4,CCC-1471_1479,"대사 (면죄부, Indulgentia)",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"교회는 그리스도와 성인들의 영적 보화를 관리하며, 대사(면벌)를 통해 신자들의 잠벌을 면제해 줄 권한이 있다.",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석)
0.702,3,CCC-2068,계명 준수로 구원,CCC-1213_1284,세례 성사의 은총,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).
0.702,3,CCC-2267,"사형제도 (2018년 개정판: ""용납 불가"")",TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,교회는 전 세계적 사형제 폐지를 위해 노력한다,자유의지가 이름뿐이며 사탄이 교회에 끌어들인 허구라는 명제
0.702,2,CCC-2357,동성애 (Homosexualitas),GS-51,"Gaudium et Spes 51항: 책임 있는 출산과 산아 조절의 ""객관적 기준""",성경은 동성애 행위를 중대한 타락으로 제시한다,교회가 비난하는 산아 조절 방법이라도 부부가 자율적으로 선택할 도덕적 권리가 있다는 명제
0.702,3,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),CCC-1376,화체설 (Transsubstantiatio),그리스도 안에서 모든 인류에게 열려 있는 구원의 실제적 가능성과 교회의 필요성이라는 두 진리는 함께 견지되어야 한다,그리스도의 현존은 영적/비유적 의미일 뿐이다
0.702,4,CDF-DOMINUS-20_22,Dominus Iesus 20~22항: 비그리스도인의 구원과 교회의 필요성 (다원주의 배척),TRENT-S14,고해성사와 병자성사,"타 종교를 따르는 이들도 은총을 받을 수 있으나, 객관적으로 교회에 비해 ""심각하게 결핍된"" 상황에 있다",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.
0.702,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",림보는 확정 교리가 아니라 가능한 신학적 가설에 불과하다,마리아를 제외한 어떤 인간도 특별한 특전 없이 평생 완전 무죄를 유지할 수 있다는 명제
0.702,2,ITC-LIMBO-2007,세례 없이 죽은 유아의 구원 희망 (림보 교리의 사실상 폐기),TRENT-S06-C24,선행이 의화의 증가 원인이 아니라면 파문,계시 안에 이 문제에 관한 명시적 가르침은 없다,칭의가 단회적 선언이며 이후 성화 과정과 무관하다는 명제 (법정적 칭의론)
0.702,2,COUNCIL-CONSTANCE-HAEC_SANCTA,Haec Sancta (공의회 우위론),COUNCIL-CHALCEDON-C28,Canon 28: 콘스탄티노플에 로마와 동등한 특권,"합법적으로 결집한 보편공의회는 그리스도로부터 직접(immediately) 권능을 받으며, 신앙·분열근절·교회개혁 사안에서는 교황을 포함한 모든 사람이 공의회에 복종할 의무가 있다.",공의회가 통과시킨 교회법은 예외 없이 교황의 승인을 통해 그대로 효력을 발생시켰다.
0.702,2,COUNCIL-LATERAN_IV-C68,Canon 68: 유대인·사라센인 식별 의복 강제,CCC-1987_2016,"칭의(의화)와 은총, 그리고 공로","이 규정의 근거로 ""모세 자신이 명했다""는 성서적 정당화가 제시된다.",칭의는 오직 믿음만으로 이루어지며 내적 쇄신이 아닌 단순히 하느님이 죄를 덮어주시는 것이다(이신칭의 부정).
0.702,3,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),DENZINGER-SYLLABUS,Syllabus Errorum (오류표)와 종교 자유 부정,이성적 판단에 따라 자신이 참되다고 여기는 종교를 자유로이 신봉할 권리가 있다는 명제는 오류로 단죄된다,모든 인간은 자신의 양심에 따라 종교를 선택하고 공적으로 예배할 수 있는 종교 자유의 권리를 가진다 (제2차 바티칸 공의회 Dignitatis Humanae의 핵심 주장과 완벽히 충돌).
0.702,4,DENZINGER-SYLLABUS-15_18,Syllabus Errorum 명제 15~18: 무관심주의·종교 자유 단죄 (DH와 정면 대비),TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",어떤 종교를 신봉하든 그 안에서 구원을 얻을 수 있다는 명제는 오류로 단죄된다,의화된 자는 (본성적으로) 죄를 지을 수 없다는 명제 (완전주의)
0.702,2,PAPAL-FRATELLI-263_270,"Fratelli Tutti 263~270항: 사형제는 ""용납 불가""(inadmissible) — 상세 논증",LG-14,"Lumen Gentium 14항: 교회의 구원 필요성과 ""알면서 거부하면 구원 불가""",아무리 흉악한 살인자라도 인격적 존엄을 잃지 않는다,교회가 구원과 무관하다는 명제
0.702,5,TRENT-S06-C05,아담의 죄로 자유의지가 완전히 소멸했다면 파문,TRENT-S06-C04,자유의지가 은총에 전혀 협력하지 않고 순전히 수동적이라면 파문,자유의지는 실재하는 것이며 이름뿐인 허구가 아니다,자유의지가 은총에 대해 아무 협력도 하지 않고 순전히 수동적(무생물처럼)이라는 명제 (은총 단독설의 극단적 해석)
0.702,5,TRENT-S06-C12,의화시키는 믿음이 단지 자비에 대한 확신일 뿐이라면 파문,TRENT-S24-C09,서품·정결서원자가 유효하게 혼인할 수 있다면 파문 (성직자 독신제 근거),그러한 확신만으로 의화된다는 명제는 오류이다,정결의 은사를 느끼지 못하는 서원자는 서원했어도 혼인할 수 있다는 명제
0.702,4,TRENT-S06-C29,세례 후 넘어진 자가 고해성사 없이 믿음만으로 회복된다면 파문,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),고해성사는 세례 후 재의화(회복)의 신법적 통상 수단이다,"마리아가 그리스도와 별개의, 또는 동등한 구원의 중개자라는 명제"
0.702,5,TRENT-S06-C30,의화 후 잠벌이 전혀 남지 않는다면 파문 (연옥 신학의 토대),TRENT-S06-C23,"의화된 자는 죄지을 수 없다 하거나, 마리아 특전 없이 평생 무죄가 가능하다 하면 파문",이 잠벌은 현세에서 혹은 사후 연옥에서 갚아야 한다,마리아를 제외한 어떤 인간도 특별한 특전 없이 평생 완전 무죄를 유지할 수 있다는 명제
0.702,5,TRENT-S07-C08,성사가 사효적(ex opere operato)으로 은총을 주지 않는다면 파문,TRENT-S14-C12,하느님이 항상 죄책과 함께 형벌 전체를 사하신다면 파문 (잠벌 교리의 근거),하느님의 약속에 대한 믿음만으로는(성사 없이는) 은총을 얻기에 충분하지 않다,보속이 그리스도의 속죄를 믿는 믿음과 동일하며 별도의 실천(고행 등)이 불필요하다는 명제
0.702,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,세례가 구원에 필수가 아니라는 명제
0.702,5,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,성변화 후 성체 안에 현존하시는 그리스도는 하느님께 드리는 최고의 경배인 흠숭지례(latria)로 경배받아야 한다,죽은 자를 위한 기도와 미사가 무익하다는 명제
0.702,2,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,신자들에게 성체를 공개적으로 현시하여 경배하게 하는 것은 정당하다,국가가 참된 종교(가톨릭)만을 보호하고 거짓 종교를 억압해야 한다는 명제
0.702,2,TRENT-S13-C06,성체를 흠숭(latria)으로 경배하지 않으면 파문,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,신자들에게 성체를 공개적으로 현시하여 경배하게 하는 것은 정당하다,국가에 의한 종교적 강제가 정당하다는 명제
0.702,4,TRENT-S22-C03,미사가 속죄 제사가 아니라 단순한 찬미/기념일 뿐이라면 파문,LG-62,Lumen Gentium 62항: 마리아의 칭호 — 중개자(Mediatrix)·보호자(Advocate) (그리스도의 유일한 중개직에 종속),미사는 단순한 찬미·감사의 제사를 넘어 참으로 속죄적(propitiatory)인 제사이다,"마리아가 그리스도와 별개의, 또는 동등한 구원의 중개자라는 명제"
0.702,5,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S06-C22,특별한 도움 없이도 스스로 견인할 수 있다면 파문,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,하느님의 도움이 있어도 인간이 견인할 수 없다는 명제 (극단적 비관론)
0.702,2,DIGNITATIS-HUMANAE,종교 자유에 관한 선언,PAPAL-MUNIF-44,"Munificentissimus Deus 44~45항: 무류 정의 선언문과 ""신앙에서 완전히 떨어져 나갔음을 알라"" 경고",아무도 자기 양심에 따라 종교를 실천하는 것이 방해받아서는 안 된다,몽소승천 교의를 사적 의견(opinio)이나 경건한 신심 정도로만 여겨도 무방하다는 명제
0.702,4,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),TRENT-S13-C11,믿음만으로 성체를 합당하게 받기에 충분하다면 파문,신자 전체는 진리의 성령에 의해 이 식별력을 일깨우고 유지 받는다,믿음만 있으면 대죄 상태에서도 성체를 합당하게 받을 수 있다는 명제 (sola fide의 성체론적 적용)
0.702,4,LG-12,Lumen Gentium 12항: 신자 전체의 신앙 무오류성 (Sensus Fidei),TRENT-S25-PURGATORY,연옥 교령: 연옥은 존재하며 산 자의 도고(특히 미사)로 도움받는다,신자 전체는 진리의 성령에 의해 이 식별력을 일깨우고 유지 받는다,사후 정화 없이 모든 신자가 죽음과 동시에 즉각 천국 또는 지옥으로만 간다는 명제 (중간 상태 부정)
