Score,Card_A_Claiming,Title_A,Card_B_Negating,Title_B,Claim_Text,Negate_Text,Hit_Filters,Combo_Name
0.719,CCC-0847,교회 밖 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,양심의 명령에 따라 하느님의 뜻을 실천하려는 노력이 필요하다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.719,CCC-2357,동성애 (Homosexualitas),TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,성경은 동성애 행위를 중대한 타락으로 제시한다,의화에 인간 의지의 어떤 준비도 필요 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.718,CCC-0491,마리아 무염시태,CCC-0402,원죄의 보편적 전달,마리아는 원죄 없이 잉태된 유일한 인간이다,인간은 본래 죄 없는 상태로 태어난다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.717,CCC-0847,교회 밖 구원 가능성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,교회의 가시적 경계 밖에서도 구원의 가능성이 존재한다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.717,CCC-1471,면죄부 (Indulgentia),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,면죄부는 이미 용서받은 죄에 대한 시간적 벌의 감면이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.717,PAPAL-MUNIF,Munificentissimus Deus (성모 몽소승천),CCC-888_892,교도권과 교황 무류성 (Infallibility),이 신앙을 고의로 부인하거나 의심하는 자는 가톨릭 신앙에서 떨어져 나간 것이다.,교황이 '좌에서(Ex Cathedra)' 선언한 신앙과 도덕 교리라 할지라도 성경과 어긋나면 오류가 있을 수 있다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH | F8_SILENCE,COMBO-02_PAPACY
0.717,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.715,CCC-2010,공로 (Meritum),CCC-0491,마리아 무염시태,공로를 통해 영원한 생명을 획득할 수 있다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.715,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S24,혼인성사,혼인은 남녀 간의 불가해소적 결합이라는 교리는 변하지 않는다,혼인은 단지 세속적인 계약일 뿐 성사가 아니다.,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.715,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S07,성사 일반과 세례,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),성사는 단지 믿음을 북돋기 위한 외적 표징일 뿐 구원 은총을 수여하지 못한다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.715,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-0491,마리아 무염시태,"무슬림은 아브라함의 신앙을 지니고 있다고 공언하며, 유일하신 하느님을 경배한다",원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.714,CCC-1257,세례의 필수성,TRENT-S22-C01,미사는 참된 속죄 제사,교회는 세례 외에 구원의 다른 수단을 알지 못한다,미사에 속죄적 가치가 없다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.712,CCC-0491,마리아 무염시태,CCC-1376,화체설 (Transsubstantiatio),이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,그리스도의 현존은 영적/비유적 의미일 뿐이다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.712,CCC-1452,완전한 통회 (Contritio Perfecta),TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,고해성사 이전에도 대죄의 용서가 가능하다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.711,COUNCIL-CONST_III,호노리우스 1세 교황 정죄,CCC-888_892,교도권과 교황 무류성 (Infallibility),로마 교황(호노리우스)이라 할지라도 이단적 교리를 수용하거나 묵인하여 교회를 더럽혔다면 공의회를 통해 이단자로 선고받고 파문될 수 있다.,교황이 '좌에서(Ex Cathedra)' 선언한 신앙과 도덕 교리라 할지라도 성경과 어긋나면 오류가 있을 수 있다.,F5_GOALPOST | F6_RETORSION | F7_FALSE_DICH,COMBO-02_PAPACY
0.711,TRENT-S22-C01,미사는 참된 속죄 제사,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,미사에서 하느님께 참되고 고유한 희생 제사가 봉헌된다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.71,CCC-1030,연옥,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,연옥은 하느님의 은총 안에서 죽었으나 완전히 정화되지 못한 자들을 위한 것이다,사제 없이 하느님께 직접 고백하면 죄가 사해진다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.71,CCC-2010,공로 (Meritum),TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,공로를 통해 영원한 생명을 획득할 수 있다,고해성사가 하느님의 법에 의해 제정된 것이 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.71,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S05,원죄 교령,세례는 선택 사항이 아니라 의무이다,영아 세례는 무효하며 불필요하다(재세례파 단죄).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.709,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,NOSTRA-AETATE,비그리스도교와 교회의 관계에 대한 선언,세례는 선택 사항이 아니라 의무이다,종교를 이유로 한 차별이나 박해가 정당화될 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.707,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S06-C09,오직 믿음(Sola Fide)으로 의롭다 하면 파문,이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,오직 믿음만으로(sola fide) 의화된다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.707,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1030,연옥,세례는 선택 사항이 아니라 의무이다,그리스도의 속죄가 모든 시간적 벌을 완전히 제거한다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.706,TRENT-S14,고해성사와 병자성사,CCC-1213_1284,세례 성사의 은총,구원을 위해서는 세례 후 지은 모든 대죄를 사제에게 구두로 은밀하게 고백하는 것이 신법으로 필수적이다.,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.705,TRENT-S24,혼인성사,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,그리스도교 신자 사이의 혼인은 은총을 수여하는 참된 성사이다.,동성 커플이라 할지라도 그들 안의 긍정적 요소를 인정하여 교회가 축복을 내릴 수 있다 (불과 2년 뒤인 2023년 Fiducia Supplicans와 완벽하고 직접적인 논리적 충돌).,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.704,CCC-0491,마리아 무염시태,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.704,CCC-0491,마리아 무염시태,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,마리아는 원죄 없이 잉태된 유일한 인간이다,세례를 실제로 받지 않은 자는 어떤 경우에도 구원받을 수 없다는 명제,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.704,CCC-2068,계명 준수로 구원,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,십계명을 어기는 대죄를 짓고 회개하지 않으면 영원한 구원을 상실한다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.704,CCC-2357,동성애 (Homosexualitas),TRENT-S22-C01,미사는 참된 속죄 제사,성경은 동성애 행위를 중대한 타락으로 제시한다,미사에 속죄적 가치가 없다는 명제,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.703,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,미사에서 하느님께 참되고 고유한 희생 제사가 봉헌된다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.702,CCC-1471_1479,"대사 (면죄부, Indulgentia)",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"교회는 그리스도와 성인들의 영적 보화를 관리하며, 대사(면벌)를 통해 신자들의 잠벌을 면제해 줄 권한이 있다.",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.702,CCC-0847,교회 밖 구원 가능성,CCC-1422_1498,고해성사와 사죄권,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.702,CCC-0847,교회 밖 구원 가능성,TRENT-S14,고해성사와 병자성사,자기 잘못 없이 그리스도와 교회를 모르는 자도 구원받을 수 있다,죄를 사제에게 낱낱이 고백하지 않고 하느님께 직접 고백하는 것만으로 충분하다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.702,CCC-1257,세례의 필수성,TRENT-S13,성체성사와 화체설,"세례의 필수성은 주님 자신의 말씀(요한 3,5)에 근거한다","성체 안에 그리스도의 몸과 함께 빵의 실체도 그대로 남아 있다(공재설, 루터 반박).",F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.701,CCC-0402,원죄의 보편적 전달,CCC-0491,마리아 무염시태,원죄로 인해 인간 본성은 타락한 상태에 놓여 있다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.701,LG-16,Lumen Gentium 16항: 복음을 모르는 이들의 구원 가능성,CCC-2357,동성애 (Homosexualitas),신적 섭리는 이런 사람들에게 구원에 필요한 도움을 거부하지 않는다,성경은 동성애에 대해 침묵한다,F2_RUPTURE | F4_ACTION_DOC,COMBO-05_MORAL_COLLAPSE
0.7,CCC-1213_1284,세례 성사의 은총,TRENT-S14,고해성사와 병자성사,세례는 영혼에 지울 수 없는 영적 인호(표지)를 새기며 교회 공동체의 지체가 되게 한다.,고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.7,CCC-1030,연옥,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,연옥이 존재한다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.7,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,CCC-161_165,믿음과 구원,세례 후 대죄의 사함을 위해 사제 앞 고백은 하느님의 법에 의해 필수이다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.699,CCC-1422_1498,고해성사와 사죄권,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,서품받은 사제는 그리스도를 대리하여 신자들의 죄를 사면할 수 있는 신적 권한을 가진다.,그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.699,TRENT-S05,원죄 교령,CCC-161_165,믿음과 구원,아담의 원죄는 혈통(번식)을 통해 모든 인류에게 예외 없이 전수된다(마리아 제외).,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.699,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,사제만이 죄를 사할 권한을 갖는다 (요한 20:23에 근거),그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.698,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,미사의 봉헌은 단순히 그리스도를 먹도록 주는 것 이상이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.697,TRENT-S22,미사의 거룩한 제사,CCC-1422_1498,고해성사와 사죄권,미사는 십자가의 속죄 제사를 성사적으로 재현하는 진정한 구원의 제사이다.,대죄를 지은 신자가 사제의 사죄 없이 하느님께 직접 고백하는 것만으로 구원의 은총을 온전히 회복할 수 있다.,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.696,TRENT-S25,"연옥, 성인 공경, 대사",TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,"그리스도와 성모, 성인들의 형상(성화/성상)을 성당에 모시고 공경하는 것은 합당하다.",모든 신자가 죄를 사할 권한을 갖는다는 명제 (만인사제직의 확대 해석),F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.696,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,CCC-1498,면죄부의 죽은 자 적용,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),면죄부는 오직 살아 있는 자에게만 적용된다,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.695,TRENT-S22-C01,미사는 참된 속죄 제사,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,미사의 봉헌은 단순히 그리스도를 먹도록 주는 것 이상이다,세례 없이도 믿음만으로 구원받을 수 있다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.694,CCC-0491,마리아 무염시태,CCC-1213_1284,세례 성사의 은총,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,세례를 받은 후에도 원죄가 그대로 남아 있다(형식적인 덮음만 있다).,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.694,CCC-1257,세례의 필수성,TRENT-S13-C01,화체설: 빵과 포도주의 실체 변환,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),그리스도가 성체 안에 힘(virtus)으로만 현존한다는 명제 (칼빈주의),F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.694,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,CCC-0491,마리아 무염시태,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,원죄의 보편적 전달에 예외가 없다,F1_REDUCTIO | F2_RUPTURE | F8_SILENCE,COMBO-01_MARIOLOGY
0.692,CCC-0491,마리아 무염시태,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,마리아는 원죄 없이 잉태된 유일한 인간이다,비정규적 결합에 있는 사람에 대해 어떤 형태의 축복도 줄 수 없다는 명제,F1_REDUCTIO | F4_ACTION_DOC | F8_SILENCE,COMBO-01_MARIOLOGY
0.692,CCC-2181,주일 미사 의무,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,중대한 이유가 있으면 이 의무에서 면제될 수 있다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F2_RUPTURE | F3_TOLLENS | F6_RETORSION,COMBO-03_SALVATION
0.691,CCC-1257,세례의 필수성,TRENT-S07,성사 일반과 세례,그러나 하느님은 성사에 매이지 않으신다 (예외 가능성 인정),성사는 단지 믿음을 북돋기 위한 외적 표징일 뿐 구원 은총을 수여하지 못한다.,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.691,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,TRENT-S22-C01,미사는 참된 속죄 제사,세례 없이는 구원에 이를 수 없다 (통상적 수단으로서),미사에서 참된 희생 제사가 봉헌되지 않는다는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
0.69,CCC-0491,마리아 무염시태,CCC-161_165,믿음과 구원,이 보존은 하느님의 특별한 은총과 특전에 의한 것이다,예수 그리스도를 향한 믿음 없이도 구원을 얻을 수 있다.,F1_REDUCTIO | F8_SILENCE,COMBO-01_MARIOLOGY
0.69,CCC-0491,마리아 무염시태,TRENT-S14-CONFESSION,사제의 사죄가 죄 사함에 필수,마리아는 원죄 없이 잉태된 유일한 인간이다,사제의 사죄가 단지 복음 선포/선언에 불과하다는 명제,F1_REDUCTIO | F2_RUPTURE | F3_TOLLENS | F6_RETORSION | F8_SILENCE,COMBO-01_MARIOLOGY
0.69,CDF-RESPONSUM,Responsum ad Dubium (2021) 동성 결합 축복 금지,TRENT-S14,고해성사와 병자성사,"하느님은 객관적인 죄의 상태(동성 결합)를 축복할 수 없으므로, 교회 역시 동성 커플을 축복할 권한이 전혀 없다.",고해성사는 성사가 아니라 교회가 억압을 위해 고안한 인간적 전통이다.,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.69,FIDUCIA-SUPPLICANS,동성 커플 축복 허용,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,이 축복은 전례적 축복(benedictio liturgica)이 아닌 비전례적·자발적(spontanea) 축복이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS | F4_ACTION_DOC,COMBO-03_SALVATION
0.69,TRENT-S24-MARRIAGE,혼인 성사의 불가해소성,TRENT-S07-C05,세례가 구원에 필수 아니라 하면 파문,혼인은 그리스도에 의해 제정된 일곱 성사 중 하나이다,세례가 구원에 필수가 아니라는 명제,F2_RUPTURE | F3_TOLLENS,COMBO-03_SALVATION
